Πάροχος,Έτος,Μήνας,Ονομασία Τιμολογίου,Πάγιο (€/μήνα),Τελική Τιμή Προμήθειας (€/ΚWh),Πάγιο με Έκπτωση με προϋπόθεση (€/μήνα),Προϋπόθεση Έκπτωσης Παγίου,Τελική Τιμή Προμήθειας με Έκπτωση με προϋπόθεση (€/ΚWh),Προϋπόθεση Έκπτωσης Βασικής Τιμής Προμήθειας,Διάρκεια Σύμβασης,Παρατηρήσεις
PROTERGIA,2024,7,Value Special,4.00,0.22,4.00,,0.1599,ΣΥΝΕΠΕΙΑ,Αορίστου Διάρκειας,
PROTERGIA,2024,8,Value Special,4.00,0.22,4.00,,0.1599,ΣΥΝΕΠΕΙΑ,Αορίστου Διάρκειας,
PROTERGIA,2024,10,Value Special,4.00,0.21395,4.00,,0.1599,ΣΥΝΕΠΕΙΑ,Αορίστου Διάρκειας,
PROTERGIA,2024,9,Value Special,4.00,0.22,4.00,,0.1599,ΣΥΝΕΠΕΙΑ,Αορίστου Διάρκειας,
EUNICE,2024,11,EUNICE Home Fair II,4.00,0.16,4.00,,0.16,,Αορίστου Διάρκειας,
EUNICE,2025,1,EUNICE Home Fair II,4.00,0.16,4.00,,0.16,,12,
EUNICE,2024,12,EUNICE Home Fair II,4.00,0.16,4.00,,0.16,,12,
ΖΕΝΙΘ,2025,1,Power Home Fixed SE,5.00,0.189,5.00,,0.16,Συνέπεια,12,Μη εμπορικά διαθέσιμο από 22.11.2024
ΖΕΝΙΘ,2024,1,Power Home Fixed SE,5.00,0.189,5.00,,0.16,Συνέπεια,Αορίστου Διάρκειας,Μη εμπορικά διαθέσιμο από 22.11.2024
ΖΕΝΙΘ,2024,12,Power Home Fixed SE,5.00,0.189,5.00,,0.16,Συνέπεια,12,Μη εμπορικά διαθέσιμο από 22.11.2024
SOLAR ENERGY,2024,9,Ειδικό,5.00,0.20885,5.00,,0.16005,Συνέπεια,Αορίστου Διάρκειας,
PROTERGIA,2025,1,Value Fair,5.00,0.1602,5.00,,0.1602,,12,
SOLAR ENERGY,2024,6,Οικιακό S1,0.00,0.16916,0.00,,0.16021,Συνέπεια,Αορίστου Διάρκειας,
SOLAR ENERGY,2024,6,Οικιακό S1Ν,0.00,0.16916,0.00,,0.16021,Συνέπεια,Αορίστου Διάρκειας,Χρέωση νυχτερινού 145.76 €/MWh
ΖΕΝΙΘ,2024,7,Power Home Go Electric Plus,5.00,0.16033,5.00,,0.16033,,Αορίστου Διάρκειας,"Αντίστοιχες νυχτερινές χρεώσεις 150,33 €/kWh."
PROTERGIA,2024,12,Plus,1.00,0.16036,1.00,,0.16036,,12,Μη εμπορικά διαθέσιμο από 12/09/2024.
PROTERGIA,2024,12,Helios Value,0.00,0.16036,0.00,,0.16036,,12,100€ έκπτωση στην χρέωση ενέργειας του ανταγωνιστικού σκέλους για τις πρώτες 1000 kWh/έτος που τυχόν καταναλωθούν εκτός ενεργειακού συμψηφισμού
ELPEDISON,2024,10,ELPEDISON Smart Zero,0.00,0.16047,0.00,,0.16047,,12,
NRG,2024,6,prime 4U,2.50,0.16064,1.80,"e-bill, πάγια εντολή",0.16064,,Αορίστου Διάρκειας,Το πρόγραμμα διατέθηκε με διαφορετική τιμολόγηση πριν τις 22/4/2024
ΔΕΗ,2024,10,Ειδικό (> 500 ημερήσιες kWh μηνιαίως),5.00,0.16082,5.00,,0.16082,,Αορίστου Διάρκειας,"Χρέωση Νυχτερινού 120,62 €/MWh"
ΗΡΩΝ,2024,6,SIMPLY GENEROUS HOME,5.50,0.16585,5.50,,0.16123,Παραμονή,Αορίστου Διάρκειας,
ΗΡΩΝ,2024,10,Yellow Free HOME,0.00,0.16546,0.00,,0.16126,Παραμονή,Αορίστου Διάρκειας,
ΗΡΩΝ,2024,10,Yellow Free Student,0.00,0.16546,0.00,,0.16126,Παραμονή,Αορίστου Διάρκειας,
OTE ESTATE,2024,11,Ειδικό,5.00,0.16236,5.00,,0.16236,,Αορίστου Διάρκειας,
NRG,2024,10,prime 4U,2.50,0.16277,1.80,ebill και πάγια εντολή,0.16277,,Αορίστου Διάρκειας,Το πρόγραμμα διατέθηκε με διαφορετική τιμολόγηση πριν τις 22/4/2024
ΗΡΩΝ,2024,6,BASIC HOME,5.00,0.18058,5.00,,0.16333,Συνέπεια,Αορίστου Διάρκειας,
ΔΕΗ,2024,8,Ειδικό,5.00,0.16391,5.00,,0.16391,,Αορίστου Διάρκειας,"Χρέωση Νυχτερινού 149,34 €/MWh"
EUNICE,2024,8,WE GREEN HOME,3.75,0.17661,3.75,,0.16411,Συνέπεια,Αορίστου Διάρκειας,Μή εμπορικά διαθέσιμο από 01.07.2024. Χρέωση νυχτερινού 161.11 €/MWh.
EUNICE,2024,8,We Blue Home,2.75,0.17661,2.75,,0.16411,Συνέπεια,Αορίστου Διάρκειας,Χρέωση νυχτερινού 161.11 €/MWh.
PROTERGIA,2024,6,Value Special,4.00,0.23422,4.00,,0.16422,Συνέπεια,Αορίστου Διάρκειας,
EUNICE,2024,9,We Simple (KOT),3.00,0.16453,3.00,,0.16453,,Αορίστου Διάρκειας,
ΔΕΗ,2024,7,MyHome 4All (> 500 kWh/μήνα) (μη εμπορικά διαθέσιμο),5.00,0.1688,4.90,,0.16458,20% οριζόντια έκπτωση στη Βασική Τιμή Προμήθειας χωρίς προϋποθέσεις για τον Ιούλιο 2% έκπτωση στη Βασική Τιμή Προμήθειας με Πάγια Πληρωμή,Αορίστου Διάρκειας,Χρέωση νυχτερινού 107.46€/MWh
ΔΕΗ,2024,2,MyHome 4All (> 500 kWh/μήνα) (μη εμπορικά διαθέσιμο),5.00,0.1688,4.90,Πάγια εντολή,0.16458,20% οριζόντια έκπτωση στη Βασική Τιμή Προμήθειας χωρίς προϋποθέσεις και 2% έκπτωση στη Βασική Τιμή Προμήθειας με Πάγια Πληρωμή,Αορίστου Διάρκειας,Χρέωση νυχτερινού 100.62 €/MWh.  Αφορά σε συμβάσεις έως 29/2/2024.
ΦΥΣΙΚΟ ΑΕΡΙΟ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΕΝΕΡΓΕΙΑΣ,2024,9,MAXI Home Super+,6.00,0.17695,6.00,,0.16495,Παράλληλη ενεργή σύμβαση Φυσικού Αερίου & έκπτωση συνέπειας.,Αορίστου Διάρκειας,
PROTERGIA,2024,1,Οικιακό Value Safe (μη εμπορικά διαθέσιμο),3.50,0.165,3.50,,0.165,,Αορίστου Διάρκειας,
PROTERGIA,2025,1,Οικιακό Value Safe (μη εμπορικά διαθέσιμο),3.50,0.165,3.50,,0.165,,12,
PROTERGIA,2024,3,Οικιακό Value Safe (μη εμπορικά διαθέσιμο),3.50,0.165,3.50,,0.165,,Αορίστου Διάρκειας,
PROTERGIA,2024,12,Οικιακό Value Safe (μη εμπορικά διαθέσιμο),3.50,0.165,3.50,,0.165,,12,
PROTERGIA,2024,2,Οικιακό Value Safe (μη εμπορικά διαθέσιμο),3.50,0.165,3.50,,0.165,,Αορίστου Διάρκειας,
PROTERGIA,2024,4,Οικιακό Value Safe (μη εμπορικά διαθέσιμο),3.50,0.165,3.50,,0.165,,Αορίστου Διάρκειας,
ΦΥΣΙΚΟ ΑΕΡΙΟ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΕΝΕΡΓΕΙΑΣ,2024,10,Ρεύμα MAXI Home Economy XL  (> 300 kWh),14.90,0.13503,14.90,,0.16503,Έκπτωση συνέπειας,Αορίστου Διάρκειας,
OTE ESTATE,2024,5,Ειδικό,5.00,0.15513,5.00,,0.16513,,Αορίστου Διάρκειας,
ΖΕΝΙΘ,2024,12,Ειδικό,5.00,0.16514,5.00,,0.16514,,Αορίστου Διάρκειας,
ΖΕΝΙΘ,2024,7,Power Home Special,5.00,0.17533,5.00,,0.16533,10€ έκτπωση στην τημή Ημερήσιας/Νυχτερινής κατανάλωσης,Αορίστου Διάρκειας,"Μη εμπορικά διαθέσιμο. Νυχτερινή χρέωση χωρίς έκπτωση 165.33 €/MWh, και 155.33 €/MWh με έκπτωση."
EUNICE,2024,6,Ειδικό,5.00,0.1659,5.00,,0.1659,,Αορίστου Διάρκειας,
EUNICE,2024,1,Ειδικό,5.00,0.16606,5.00,,0.16606,,Αορίστου Διάρκειας,
ΕΛΙΝΟΙΛ,2024,7,Ειδικό,5.00,0.17637,5.00,,0.16637,,Αορίστου Διάρκειας,
ΗΡΩΝ,2024,9,DOUBLE GENEROUS HOME,5.50,0.19856,5.50,,0.16688,Συνέπεια και Παραμονή,Αορίστου Διάρκειας,
PROTERGIA,2024,1,Plus,1.00,0.1669,1.00,,0.1669,,Αορίστου Διάρκειας,
PROTERGIA,2024,1,Helios Value,0.00,0.1669,0.00,,0.1669,,Αορίστου Διάρκειας,
ΦΥΣΙΚΟ ΑΕΡΙΟ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΕΝΕΡΓΕΙΑΣ,2024,9,MAXI Home,5.00,0.16095,5.00,,0.16695,Παράλληλη ενεργή σύμβαση Φυσικού Αερίου & έκπτωση συνέπειας.,Αορίστου Διάρκειας,
ΦΥΣΙΚΟ ΑΕΡΙΟ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΕΝΕΡΓΕΙΑΣ,2024,9,Ρεύµα MAXI Home 10,5.00,0.15695,5.00,,0.16695,Συνέπεια,Αορίστου Διάρκειας,
ΔΕΗ,2024,1,MyHome 4All (> 500 kWh/μήνα) (μη εμπορικά διαθέσιμο),5.00,0.17133,4.90,Πάγια εντολή,0.16711,20% οριζόντια έκπτωση στη Βασική Τιμή Προμήθειας χωρίς προϋποθέσεις και 2% έκπτωση στη Βασική Τιμή Προμήθειας με Πάγια Πληρωμή,Αορίστου Διάρκειας,Χρέωση νυχτερινού 103.15 €/MWh.  Αφορά σε συμβάσεις έως 29/2/2024.
PROTERGIA,2024,2,Helios Value,0.00,0.1675,0.00,,0.1675,,Αορίστου Διάρκειας,
PROTERGIA,2024,2,Plus,1.00,0.1675,1.00,,0.1675,,Αορίστου Διάρκειας,
OTE ESTATE,2024,8,Ειδικό,5.00,0.24548,5.00,,0.16811,,Αορίστου Διάρκειας,Ειδική έκπτωση 25% για τον τρέχοντα μήνα
OTE ESTATE,2024,10,Ειδικό,5.00,0.198,5.00,,0.1683,,Αορίστου Διάρκειας,
OTE ESTATE,2025,1,Ειδικό,5.00,0.1683,5.00,,0.1683,,Αορίστου Διάρκειας,
SOLAR ENERGY,2024,1,Ειδικό,5.00,0.1688,5.00,,0.1688,,Αορίστου Διάρκειας,
PROTERGIA,2024,12,Value Lite,1.00,0.20716,1.00,,0.1689,Οριζόντια έκπτωση χωρίς προυπόθεση,12,
ELPEDISON,2024,12,ELPEDISON Bright,3.00,0.169,3.00,,0.169,,12,"Από 10/04 το προϊόν είναι μη εμπορικά διαθέσιμο. Η διάρκεια σύμβασης συμφωνείται έως 31/12/2024. Από 01/01/2025 η Χρέωση Προμήθειας Ημέρας/Νύχτας (€/kWh) υπολογίζεται από τον τύπο 1,249 * ΤΕΑ + 0,0339."
ELPEDISON,2024,1,ELPEDISON Bright,3.00,0.169,3.00,,0.169,,12,Η διάρκεια σύμβασης συμφωνείται έως 31/12/2024. Από 01/01/2025 η Χρέωση Προμήθειας Ημέρας/Νύχτας (€/kWh) υπολογίζεται από τον τύπο 1.249 * ΤΕΑ + 0.0339.
ELPEDISON,2024,4,ELPEDISON Bright,3.00,0.169,3.00,,0.169,,12,"Από 10/04 το προϊόν είναι μη εμπορικά διαθέσιμο. Η διάρκεια σύμβασης συμφωνείται έως 31/12/2024. Από 01/01/2025 η Χρέωση Προμήθειας Ημέρας/Νύχτας (€/kWh) υπολογίζεται από τον τύπο 1,249 * ΤΕΑ + 0,0339."
ELPEDISON,2025,1,ELPEDISON Bright,3.00,0.169,3.00,,0.169,,12,"Από 10/04 το προϊόν είναι μη εμπορικά διαθέσιμο. Η διάρκεια σύμβασης συμφωνείται έως 31/12/2024. Από 01/01/2025 η Χρέωση Προμήθειας Ημέρας/Νύχτας (€/kWh) υπολογίζεται από τον τύπο 1,249 * ΤΕΑ + 0,0339."
ΦΥΣΙΚΟ ΑΕΡΙΟ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΕΝΕΡΓΕΙΑΣ,2024,12,Ειδικό,5.00,0.215,5.00,,0.169,Συνέπεια,Αορίστου Διάρκειας,
ΗΡΩΝ,2024,9,GENEROUS GUARANTEE HOME,5.50,0.18156,5.50,,0.16926,Συνέπεια και Παραμονή,Αορίστου Διάρκειας,
ΖΕΝΙΘ,2024,6,Ειδικό,5.00,0.16927,5.00,,0.16927,,Αορίστου Διάρκειας,
ΖΕΝΙΘ,2024,1,Ειδικό,5.00,0.16947,5.00,,0.16947,,Αορίστου Διάρκειας,
NRG,2025,1,Ειδικό,5.00,0.2015,3.50,ebill & πάγια εντολή,0.1695,συνέπεια,Αορίστου Διάρκειας,
ΔΕΗ,2024,8,Ειδικό (> 500 ημερήσιες kWh μηνιαίως),5.00,0.16955,5.00,,0.16955,,Αορίστου Διάρκειας,"Χρέωση Νυχτερινού 149,34 €/MWh"
PROTERGIA,2025,1,Plus,1.00,0.22265,1.00,,0.1696,Οριζόντια έκπτωση χωρίς προυπόθεση,12,
PROTERGIA,2025,1,Value Lite,1.00,0.19818,1.00,,0.1696,Οριζόντια έκπτωση χωρίς προυπόθεση,12,
PROTERGIA,2025,1,Helios Value,0.00,0.22265,0.00,,0.1696,Οριζόντια έκπτωση χωρίς προυπόθεση,12,"100% έκπτωση στη χρέωση ενέργειας του ανταγωνιστικού σκέλους, για τις πρώτες 1.000kWh/έτος που τυχόν καταναλωθούν εκτός ενεργειακού συμψηφισμού"
ΗΡΩΝ,2024,12,BASIC HOME,5.00,0.28484,5.00,,0.16984,ΣΥΝΕΠΕΙΑ,Αορίστου Διάρκειας,
ΦΥΣΙΚΟ ΑΕΡΙΟ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΕΝΕΡΓΕΙΑΣ,2024,8,Ειδικό,5.00,0.2246,5.00,,0.1699,Συνέπεια,Αορίστου Διάρκειας,
EUNICE,2024,7,We Blue Home,2.75,0.1826,2.75,,0.1701,Συνέπεια,Αορίστου Διάρκειας,"Χρέωση νυχτερινού 167,10 €/MWh"
EUNICE,2024,7,WE GREEN HOME,3.75,0.1826,3.75,,0.1701,Συνέπεια,Αορίστου Διάρκειας,"Χρέωση νυχτερινού 167,10 €/MWh. Μή εμπορικά διαθέσιμο για νέους πελάτες από 01.07.2024"
ELPEDISON,2024,1,Ειδικό,3.00,0.17058,5.00,,0.17058,,Αορίστου Διάρκειας,
NRG,2024,7,Ειδικό,5.00,0.20331,3.50,ebill & πάγια εντολή,0.17131,συνέπεια,Αορίστου Διάρκειας,
ΕΛΙΝΟΙΛ,2024,9,Power On! Home,0.00,0.17137,0.00,,0.17137,,Αορίστου Διάρκειας,
ΔΕΗ,2024,9,Ειδικό (> 500 ημερήσιες kWh μηνιαίως),5.00,0.1714,5.00,,0.1714,,Αορίστου Διάρκειας,"Χρέωση Νυχτερινού 128,4 €/MWh"
ELPEDISON,2024,6,ELPEDISON Smart Zero,0.00,0.17151,0.00,,0.17151,,12,
ΗΡΩΝ,2025,1,YELLOW ONE HOME,5.00,0.19537,5.00,,0.17197,ΣΥΝΕΠΕΙΑ,12,
ΖΕΝΙΘ,2024,9,My Pet My Home,4.50,0.17212,4.50,,0.17212,,Αορίστου Διάρκειας,
VOLTERRA,2024,7,Ειδικό,4.50,0.17213,4.50,,0.17213,,Αορίστου Διάρκειας,
VOLTERRA,2024,9,Ειδικό,4.50,0.17213,4.50,,0.17213,,Αορίστου Διάρκειας,
VOLTERRA,2024,8,Ειδικό,4.50,0.17213,4.50,,0.17213,,Αορίστου Διάρκειας,
ΗΡΩΝ,2024,6,Yellow Free HOME,0.00,0.1766,0.00,,0.1724,Παραμονή,Αορίστου Διάρκειας,
ΔΕΗ,2024,12,myHome4Student,3.00,0KWh - 150KWh   0.129 151KWh +   0.22538,2.90,Πάγια Εντολή,0KWh - 150KWh   0.12513 151KWh +   0.21983,Έκπτωση 3% επί της τελικής τιμής προμήθειας με πληρωμή μέσω πάγιας εντολής.Έκπτωση 3% επί της τελικής τιμής προμήθειας με πληρωμή μέσω πάγιας εντολής.,12,Φοιτητικό πρόγραμμα. Σταθερής χρέωσης προμήθειας για τις πρώτες 150 kWh/μήνα. Η τελική τιμή προμήθειας με έκπτωση με προϋπόθεση για τον Δεκέμβριο 2024 θα ανακοινωθεί τον Ιανουάριο 2025
NRG,2024,11,nrg hybrid,5.00,0KWh - 200KWh   0.095 201KWh +   0.2501,5.00,,0KWh - 200KWh   0.095 201KWh +   0.2501,,Αορίστου Διάρκειας,Η τιμή είναι υψηλότερη για καταναλώσεις άνω των 200 kWh. Μη εμπορικά διαθέσιμο από 31/08/2024.
EUNICE,2024,11,Eunice Flow,2.75,0.18511Τελική Τιμή Προμήθειας Νυχτερινής Κατανάλωσης 0.16961,2.75,,0.17261Τελική Τιμή Προμήθειας Νυχτερινής Κατανάλωσης 0.16961,Συνέπεια,12,
EUNICE,2024,11,WE GREEN HOME,3.75,0.18511,3.75,,0.17261,Συνέπεια,Αορίστου Διάρκειας,Μή εμπορικά διαθέσιμο από 1/7/2024. Χρέωση νυχτερινού 169.61 €/MWh
ΦΥΣΙΚΟ ΑΕΡΙΟ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΕΝΕΡΓΕΙΑΣ,2024,9,Ειδικό,5.00,0.18936,5.00,,0.1735,Συνέπεια,Αορίστου Διάρκειας,
ΗΡΩΝ,2024,9,ECO GENEROUS HOME,6.50,0.19856,6.50,,0.17381,Συνέπεια και Παραμονή,Αορίστου Διάρκειας,
ELPEDISON,2024,9,ELPEDISON SMART,5.00,0.17423,5.00,,0.17423,,12,
ELPEDISON,2024,9,ELPEDISON Win,5.90,0.17423,5.90,,0.17423,,12,Από 12/07 το προϊόν είναι μη εμπορικά διαθέσιμο.
NRG,2024,8,nrg @ cost+,7.10,0.17424,5.00,ebill και πάγια εντολή,0.17424,,Αορίστου Διάρκειας,Κλιμακωτή αύξηση παγίου μετά τις 250kWh κατανάλωσης. Το πρόγραμμα διατέθηκε με διαφορετική τιμολόγηση πριν τις 22/04/2024.
OTE ESTATE,2024,9,Ειδικό,5.00,0.198,5.00,,0.17424,,Αορίστου Διάρκειας,
ΖΕΝΙΘ,2024,9,Power Home More,5.00,0.18323,5.90,,0.17433,,Αορίστου Διάρκειας,"Επί της Τελικής Τιμής Προμήθειας, εφαρμόζεται 5% έκπτωση  για παράλληλη σύμβαση Ηλεκτρικής Ενέργειας και Φυσικού Αερίου, 5% έκπτωση συνέπειας."
SOLAR ENERGY,2024,12,Ειδικό,5.00,0.28424,5.00,,0.17444,Συνέπεια,Αορίστου Διάρκειας,
VOLTON,2024,9,VOLTON YELLOW SIMPLE,4.90,0.1806,4.90,,0.1746,Συνέπεια,12,Από 02/08 το προϊόν είναι μη εμπορικά διαθέσιμο.
VOLTON,2024,9,VOLTON YELLOW SIMPLE PROTECT June - August,4.90,0.1806,4.90,,0.1746,Συνέπεια,12,Από 02/07 το προϊόν είναι μη εμπορικά διαθέσιμο. Για τους μήνες Ιούνιο/Ιούλιο και Αύγουστο το ανώτατο όριο της Τελικής Τιμής Προμήθειας ανερχόταν στα 83€/MWh.
VOLTON,2024,9,VOLTON YELLOW SIMPLE 50 €,4.90,0.1806,4.90,,0.1746,Συνέπεια,12,Η τιμή του εκάστοτε μήνα ανακοινώνεται με την έκδοση της ΜΤΑ. Στο πλαίσιο προωθητικής ενέργειας για τους πρώτους 5 μήνες πραγματοποιείται τμηματική πίστωση συνολικής αξίας 50€.
VOLTON,2024,9,VOLTON YELLOW SIMPLE PROTECT,4.90,0.1806,4.90,,0.1746,Συνέπεια,12,Από 05/06 το προϊόν είναι μη εμπορικά διαθέσιμο. Για τους μήνες Απρίλιο/Μάιο/ Ιούνιο και Ιούλιο το ανώτατο όριο της Τελικής Τιμής Προμήθειας ανερχόταν στα 83€/MWh.
SOLAR ENERGY,2024,7,Ειδικό,5.00,0.19913,5.00,,0.17472,Συνέπεια,Αορίστου Διάρκειας,
ΗΡΩΝ,2024,9,SOLAR GENEROUS HOME,5.50,0.19356,5.50,,0.17476,Συνέπεια και Παραμονή,Αορίστου Διάρκειας,
ELPEDISON,2024,9,ELPEDISON Smart Up,4.00,0.17523,4.00,,0.17523,,12,Από 31/05 το προϊόν είναι μη εμπορικά διαθέσιμο.
